AlgaeGroup,OrganismCode,FinalID,AlgaeList,Habit,Heterocystous,IndicatorClass_Cu,IndicatorClass_DOC,IndicatorClass_Ref,IndicatorClass_TN,IndicatorClass_TP,Motility,NitrogenUptakeMetabolism,OxygenRequirements,Salinity,Saprobity,TaxonomicGroup,TrophicState,Zygnemataceae,Phylum,Class,Order,Family,Genus
SoftAlgae,-871616400,Chamaesiphon cf polymorphus,SoftAlgae_2012,NA,No,low,NI,RF,NI,low,NA,NA,NA,NA,NA,CB,NA,No,Cyanobacteria,Cyanophyceae,Synechococcales,Chamaesiphonaceae,Chamaesiphon
Diatom,-871364825,Navicula sp 200 JPK,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,MM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula
Diatom,-871327206,Aulacoseira tethera,Diatom_2012,P,NA,NA,NA,NA,NA,NA,NM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Coscinodiscophyceae,Aulacoseiraceae,Aulacoseiraceae,Aulacoseira
SoftAlgae,-871129197,Calothrix sp 5,SoftAlgae_2012,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CB,NA,No,Cyanobacteria,Cyanophyceae,Nostocales,Rivulariaceae,Calothrix
Diatom,-870215206,Surirella spiralis,Diatom_2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Surirellales,Surirellaceae,Surirella
Diatom,-870194957,Pleurosira laevis,Diatom_2012,BN,NA,NA,NA,NA,high,high,NM,NA,NA,B,OS,NA,E,NA,Heterokontophyta,Coscinodiscophyceae,Triceratiales,Triceratiaceae,Pleurosira
Diatom,-867774421,Neidium affine var longiceps,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,MM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Naviculales,Neidiaceae,Neidium
Diatom,-867201570,Navicula sp E SWAMP EWT,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,MM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula
Diatom,-866678297,Gyrosigma macrum,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,HM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Naviculales,Pleurosigmataceae,Gyrosigma
Diatom,-864581787,Cyclotella bodanica f lemanica,Diatom_2012,P,NA,NA,NA,NA,NA,NA,NM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Coscinodiscophyceae,Thalassiosirales,Stephanodiscaeae,Cyclotella
Diatom,-862678172,Nitzschia obtusa,Diatom_2012,BN,NA,NA,NA,NA,high,NA,HM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Diatom,-862427909,Navicula radiosafallax,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,MM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula
SoftAlgae,-861878675,Chroococcus cf dispersus,SoftAlgae_2012,NA,No,high,NI,NI,NI,NI,NA,NA,NA,NA,NA,CB,NA,No,Cyanobacteria,Cyanophyceae,Chroococcales,Chroococcaceae,Chroococcus
SoftAlgae,-861262025,Vaucheria undulata,SoftAlgae_2012,NA,No,NA,NI,NI,NI,NI,NA,NA,NA,NA,NA,OC,NA,No,Heterokontophyta,Xanthophyceae,Vaucheriales,Vaucheriaceae,Vaucheria
SoftAlgae,-860848069,Rivularia haematites,SoftAlgae_2012,NA,Yes,NI,NI,NI,NI,NI,NA,NA,NA,NA,NA,CB,NA,No,Cyanobacteria,Cyanophyceae,Nostocales,Rivulariaceae,Rivularia
Diatom,-857804950,Epithemia sp B SWAMP KB,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,MM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Rhopalodiales,Rhopalodiaceae,Epithemia
Diatom,-856051636,Platessa kingstonii,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,NM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Platessa
SoftAlgae,-853914472,Chaetophora incrassata,SoftAlgae_2012,NA,No,NA,NI,NI,NI,NI,NA,NA,NA,NA,NA,CL,NA,No,Chlorophyta,Chlorophyceae,Chaetophorales,Chaetophoraceae,Chaetophora
SoftAlgae,-852061698,Trebouxia sp 1,SoftAlgae_2012,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CL,NA,No,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxiaceae,Trebouxia
SoftAlgae,-851096675,Phormidium cf incrustatum,SoftAlgae_2012,NA,No,NI,NI,NI,NI,low,NA,NA,NA,NA,NA,CB,NA,No,Cyanobacteria,Cyanophyceae,Oscillatoriales,Phormidiaceae,Phormidium
SoftAlgae,-850344137,Cylindrospermum cf stagnale,SoftAlgae_2012,NA,Yes,NI,NI,NI,NI,NI,NA,NA,NA,NA,NA,CB,NA,No,Cyanobacteria,Cyanophyceae,Nostocales,Nostocaceae,Cylindrospermum
Diatom,-849009230,Achnanthes cf rupestoides SCCWRP MCB,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,NM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Achnanthales,Achnanthaceae,Achnanthes
SoftAlgae,-847742032,Pleurotaenium ehrenbergii,SoftAlgae_2012,NA,No,NA,NI,NI,NI,NI,NA,NA,NA,NA,NA,CA,NA,No,Streptophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Pleurotaenium
SoftAlgae,-845784315,Microspora,SoftAlgae_2012,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CL,NA,No,Chlorophyta,Chlorophyceae,Microsporales,Microsporaceae,Microspora
Diatom,-844662509,Diadesmis perpusilla,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,MM,NALON,DO_100,FB,OS,NA,O,NA,Heterokontophyta,Bacillariophyceae,Naviculales,Diadesmidaceae,Diadesmis
SoftAlgae,-844287532,Schizothrix lacustris,SoftAlgae_2012,NA,No,NA,NI,NI,NI,NI,NA,NA,NA,NA,NA,CB,NA,No,Cyanobacteria,Cyanophyceae,Oscillatoriales,Schizotrichaceae,Schizothrix
SoftAlgae,-840897513,Gloeocapsopsis cf cyanea,SoftAlgae_2012,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CB,NA,No,Cyanobacteria,Cyanophyceae,Chroococcales,Chroococcaceae,Gloeocapsopsis
SoftAlgae,-840619515,Chara cf vulgaris,SoftAlgae_2012,NA,No,NI,NI,NI,NI,NI,NA,NA,NA,NA,NA,CA,NA,No,Streptophyta,Charophyceae,Charales,Characeae,Chara
Diatom,-840350274,Frustulia crassinervia,Diatom_2012,BN,NA,NA,NA,NA,low,NA,MM,NALON,DO_100,F,OS,NA,O,NA,Heterokontophyta,Bacillariophyceae,Naviculales,Amphipleuraceae,Frustulia
SoftAlgae,-838316668,Chlamydomonas sp 1,SoftAlgae_2012,NA,No,NI,high,NI,high,high,NA,NA,NA,NA,NA,CL,NA,No,Chlorophyta,Chlorophyceae,Volvocales,Chlamydomonadaceae,Chlamydomonas
SoftAlgae,-834106012,Planktolyngbya sp 1,SoftAlgae_2012,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CB,NA,No,Cyanobacteria,Cyanophyceae,Pseudanabaenales,Pseudanabaenaceae,Planktolyngbya
Diatom,-833284041,Epithemia turgida var granulata,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,MM,NALON,DO_75,FB,BM,NA,ME,NA,Heterokontophyta,Bacillariophyceae,Rhopalodiales,Rhopalodiaceae,Epithemia
Diatom,-832449603,Navicula salinarum,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,MM,NAHON,DO_75,B,BM,NA,E,NA,Heterokontophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula
Diatom,-832329856,Navicula sp 5 SCCWRP JPK,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,MM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula
SoftAlgae,-830379282,Homoeothrix sp 1,SoftAlgae_2012,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CB,NA,No,Cyanobacteria,Cyanophyceae,Oscillatoriales,Ammatoideaceae,Homoeothrix
Diatom,-829572597,Anomoeoneis costata,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Cymbellales,Anomoeoneidaceae,Anomoeoneis
SoftAlgae,-828512592,Scenedesmus obtusus,SoftAlgae_2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Scenedesmus
SoftAlgae,-828045372,Closterium striolatum var borgei,SoftAlgae_2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Streptophyta,Zygnematophyceae,Zygnematales,Closteriaceae,Closterium 
Diatom,-827839943,Pseudostaurosiropsis connecticutensis,Diatom_2012,NA,NA,NA,NA,NA,NA,NA,NM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Pseudostaurosiropsis
Diatom,-823000399,Cymbella cf proxima SWAMP JPK,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,NM,NA,NA,F,NA,NA,M,NA,Heterokontophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbella
Diatom,-822894040,Sellaphora mutata,Diatom_2012,BN,NA,NA,NA,NA,high,high,MM,NA,NA,FB,BM,NA,OM,NA,Heterokontophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Sellaphora
Diatom,-821239750,Cymbella sp 3 SCCWRP JPK,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,NM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbella
Diatom,-818767694,Diatoma hiemale,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,NM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Diatoma
SoftAlgae,-818693359,Euglena cf spirogyra,SoftAlgae_2012,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EG,NA,No,Euglenozoa,Euglenophyceae,Euglenales,Euglenaceae,Euglena
SoftAlgae,-818647845,Aphanothece cf saxicola,SoftAlgae_2012,NA,No,NA,NI,NI,NI,NI,NA,NA,NA,NA,NA,CB,NA,No,Cyanobacteria,Cyanophyceae,Chroococcales,Cyanobacteriaceae,Aphanothece
Diatom,-816986657,Tryblionella salinarum,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,HM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Tryblionella
Diatom,-816831043,Caloneis sp F SWAMP KB,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,MM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Naviculales,Pinnulariaceae,Caloneis
Diatom,-815905679,Navicula sp E SWAMP BSL,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,MM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula
Diatom,-815829048,Encyonopsis cf microcephala SWAMP KB,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,MM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Encyonopsis
Diatom,-814849418,Navicula cryptocephaloides,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,MM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula
SoftAlgae,-813044309,Scenedesmus cf acutiformis,SoftAlgae_2012,NA,No,NI,NI,NI,high,NI,NA,NA,NA,NA,NA,CL,NA,No,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Scenedesmus
Diatom,-812858954,Achnanthidium cf duthiei SWAMP KB,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,NM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Achnanthidium
Diatom,-811781265,Thalassiosira sp 2 SWAMP JPK,Diatom_2012,P,NA,NA,NA,NA,NA,NA,NM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira
SoftAlgae,-810043724,Gloeocapsa cf atrata,SoftAlgae_2012,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CB,NA,No,Cyanobacteria,Cyanophyceae,Chroococcales,Microcystaceae,Gloeocapsa
SoftAlgae,-807653961,Chlamydomonadopsis sp 1,SoftAlgae_2012,NA,No,NI,NI,NI,NI,NI,NA,NA,NA,NA,NA,CL,NA,No,Chlorophyta,Chlorophyceae,Tetrasporales,Chlorangiellaceae,Chlamydomonadopsis
SoftAlgae,-807405520,Oedogonium cf echinospermum,SoftAlgae_2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chlorophyta,Chlorophyceae,Oedogoniales,Oedogoniaceae,Oedogonium
Diatom,-806655096,Staurosira,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,NM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Staurosira
SoftAlgae,-806564932,Characiopsis cf minor,SoftAlgae_2012,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OC,NA,No,Heterokontophyta,Xanthophyceae,Mischococcales,Characiopsidaceae,Characiopsis
Diatom,-805724607,Nitzschia volcanica,Diatom_2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
SoftAlgae,-805461381,Pediastrum cf duplex,SoftAlgae_2012,NA,No,NI,high,NI,NI,NI,NA,NA,NA,NA,NA,CL,NA,No,Chlorophyta,Chlorophyceae,Sphaeropleales,Hydrodictyaceae,Pediastrum
SoftAlgae,-804871035,Aphanothece nebulosa,SoftAlgae_2012,NA,No,NA,NI,NI,NI,NI,NA,NA,NA,NA,NA,CB,NA,No,Cyanobacteria,Cyanophyceae,Chroococcales,Cyanobacteriaceae,Aphanothece
Diatom,-804619154,Planothidium holstii,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,NM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Planothidium
Diatom,-803989489,Nitzschia bacilliformis,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,HM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Diatom,-802355000,Rhoicosphenia sp B SWAMP EWT,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,NM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Cymbellales,Rhoicospheniaceae,Rhoicosphenia
SoftAlgae,-801537106,Microspora tumidula,SoftAlgae_2012,NA,No,low,NI,NI,NI,NI,NA,NA,NA,NA,NA,CL,NA,No,Chlorophyta,Chlorophyceae,Microsporales,Microsporaceae,Microspora
SoftAlgae,-800899727,Carteria cf klebsii,SoftAlgae_2012,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CL,NA,No,Chlorophyta,Chlorophyceae,Volvocales,Carteriaceae,Carteria
Diatom,-796069290,Nitzschia tropica,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,HM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Diatom,-787487177,Nitzschia cf umbonata SWAMP JPK,Diatom_2012,BN,NA,NA,NA,NA,high,high,HM,NHHONO,DO_10,FB,PS,NA,PH,NA,Heterokontophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Diatom,-786403174,Navicula sp A SWAMP BSL,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,MM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula
SoftAlgae,-784910570,Euastrum denticulatum,SoftAlgae_2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Streptophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Euastrum
SoftAlgae,-784701086,Aphanothece nidulans,SoftAlgae_2012,NA,No,NA,NI,NI,NI,NI,NA,NA,NA,NA,NA,CB,NA,No,Cyanobacteria,Cyanophyceae,Chroococcales,Cyanobacteriaceae,Aphanothece
Diatom,-783680705,Bacillariophyceae 6,Diatom_2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,,,
SoftAlgae,-781505449,Closterium striatum,SoftAlgae_2012,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CA,NA,No,Streptophyta,Zygnematophyceae,Zygnematales,Closteriaceae,Closterium
Diatom,-776221093,Sellaphora stroemii,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,MM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Sellaphora
SoftAlgae,-775120119,Geminella cf minor,SoftAlgae_2012,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CL,NA,No,Chlorophyta,Ulvophyceae,Ulotrichales,Gloeotilaceae,Geminella
Diatom,-774674936,Planothidium pungens,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,NM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Planothidium
SoftAlgae,-770009088,Zygnema sp 4,SoftAlgae_2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Streptophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Zygnema
Diatom,-768921213,Planothidium pericavum,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,NM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Planothidium
SoftAlgae,-768170138,Tribonema cf angustissimum,SoftAlgae_2012,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OC,NA,No,Heterokontophyta,Xanthophyceae,Tribonematales,Tribonemataceae,Tribonema
Diatom,-766955168,Cocconeis placentula var lineata,Diatom_2012,BN,NA,NA,NA,NA,high,high,NM,NAHON,DO_50,FB,BM,NA,E,NA,Heterokontophyta,Bacillariophyceae,Achnanthales,Cocconeidaceae,Cocconeis
SoftAlgae,-762517168,Zygnema giganteum,SoftAlgae_2012,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CA,NA,Yes,Streptophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Zygnema
Diatom,-760803290,Nitzschia solita,Diatom_2012,BN,NA,NA,NA,NA,high,high,HM,NA,NA,BF,NA,NA,E,NA,Heterokontophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Diatom,-760600805,Gomphoneis,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,NM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Cymbellales,Gomphonemataceae,Gomphoneis
Diatom,-752763539,Neidium bisulcatum,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,MM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Naviculales,Neidiaceae,Neidium
Diatom,-751557279,Navicula sp 5 SWAMP JR,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,MM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula
SoftAlgae,-748340478,Anabaena sp 1,SoftAlgae_2012,NA,Yes,NI,NI,NI,NI,NI,NA,NA,NA,NA,NA,CB,NA,No,Cyanobacteria,Cyanophyceae,Nostocales,Nostocaceae,Anabaena
Diatom,-747894383,Pinnularia subrostrata,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,MM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Naviculales,Pinnulariaceae,Pinnularia
Diatom,-747562299,Epithemia argus,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,MM,NA,NA,FB,OS,NA,M,NA,Heterokontophyta,Bacillariophyceae,Rhopalodiales,Rhopalodiaceae,Epithemia
SoftAlgae,-747158339,Sphaerocystis schroeteri,SoftAlgae_2012,NA,No,NI,NI,NI,NI,NI,NA,NA,NA,NA,NA,CL,NA,No,Chlorophyta,Chlorophyceae,Tetrasporales,Palmellaceae,Sphaerocystis
SoftAlgae,-747043155,Aphanocapsa cf planctonica,SoftAlgae_2012,NA,No,NA,NI,NI,NI,NI,NA,NA,NA,NA,NA,CB,NA,No,Cyanobacteria,Cyanophyceae,Synechococcales,Merismopediaceae,Aphanocapsa
Diatom,-746121695,Rhopalodia gibba,Diatom_2012,BN,NA,NA,NA,NA,low,high,MM,NALON,DO_50,FB,BM,NA,E,NA,Heterokontophyta,Bacillariophyceae,Rhopalodiales,Rhopalodiaceae,Rhopalodia
Diatom,-745439566,Navicula sp D SWAMP BSL,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,MM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula
SoftAlgae,-745212419,Gloeocapsa fusco-lutea,SoftAlgae_2012,NA,No,NA,NI,NI,NI,NI,NA,NA,NA,NA,NA,CB,NA,No,Cyanobacteria,Cyanophyceae,Chroococcales,Microcystaceae,Gloeocapsa
Diatom,-745127513,Sellaphora cf stroemii DWB,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,MM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Sellaphora
SoftAlgae,-743262278,Trachelomonas cf oblonga,SoftAlgae_2012,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EG,NA,No,Euglenozoa,Euglenophyceae,Euglenales,Euglenaceae,Trachelomonas
Diatom,-743115713,Nitzschia oregona,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,HM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
SoftAlgae,-742442759,Phormidium terebriforme,SoftAlgae_2012,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CB,NA,No,Cyanobacteria,Cyanophyceae,Oscillatoriales,Phormidiaceae,Phormidium
Diatom,-739593000,Campylodiscus,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,HM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Surirellales,Surirellaceae,Campylodiscus
Diatom,-737994486,Synedra ulna,Diatom_2012,BN,NA,NA,NA,NA,low,low,NM,NAHON,DO_50,FB,AMPS,NA,I,NA,Heterokontophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Synedra
Diatom,-734152457,Navicula cincta,Diatom_2012,BN,NA,NA,NA,NA,NA,high,MM,NAHON,DO_50,FB,AM,NA,E,NA,Heterokontophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula
SoftAlgae,-733173028,Chlorella sp 5,SoftAlgae_2012,NA,No,NI,NI,NI,NI,NI,NA,NA,NA,NA,NA,CL,NA,No,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellaceae,Chlorella
Diatom,-730924306,Cyclotella ocellata,Diatom_2012,P,NA,NA,NA,NA,NA,NA,NM,NALON,DO_100,F,OS,NA,ME,NA,Heterokontophyta,Coscinodiscophyceae,Thalassiosirales,Stephanodiscaeae,Cyclotella
SoftAlgae,-728133033,Closteriopsis cf longissima,SoftAlgae_2012,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CL,NA,No,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellaceae,Closteriopsis
SoftAlgae,-727173820,Scenedesmus cf costatus,SoftAlgae_2012,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CL,NA,No,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Scenedesmus
SoftAlgae,-726903086,Euglena cf limnophila,SoftAlgae_2012,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EG,NA,No,Euglenozoa,Euglenophyceae,Euglenales,Euglenaceae,Euglena
Diatom,-725991046,Navicula cryptocephala,Diatom_2012,BN,NA,NA,NA,NA,high,high,MM,NAHON,DO_50,FB,AM,NA,I,NA,Heterokontophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula
Diatom,-724624518,Coscinodiscophyceae,Diatom_2012,NA,NA,NA,NA,NA,NA,NA,NM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Coscinodiscophyceae,,,
Diatom,-724196137,Nupela lapidosa,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,NM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Naviculales,Naviculaceae,Nupela
SoftAlgae,-722111716,Closterium nylandicum,SoftAlgae_2012,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CA,NA,No,Streptophyta,Zygnematophyceae,Zygnematales,Closteriaceae,Closterium
SoftAlgae,-715195817,Tribonema minus,SoftAlgae_2012,NA,No,NI,NI,NI,NI,NI,NA,NA,NA,NA,NA,OC,NA,No,Heterokontophyta,Xanthophyceae,Tribonematales,Tribonemataceae,Tribonema
Diatom,-712153968,Psammothidium cf marginulatum SWAMP JPK,Diatom_2012,BN,NA,NA,NA,NA,low,NA,NM,NALON,DO_100,F,OS,NA,O,NA,Heterokontophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Psammothidium
SoftAlgae,-712054039,Nostoc paludosum,SoftAlgae_2012,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CB,NA,No,Cyanobacteria,Cyanophyceae,Nostocales,Nostocaceae,Nostoc
Diatom,-711587499,Navicula normaloides,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,MM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula
Diatom,-710481529,Fragilaria,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,NM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Fragilaria
SoftAlgae,-709005203,Closterium cf littorale,SoftAlgae_2012,NA,No,NI,NI,NI,NI,NI,NA,NA,NA,NA,NA,CA,NA,No,Streptophyta,Zygnematophyceae,Zygnematales,Closteriaceae,Closterium
SoftAlgae,-708317635,Merismopedia cf convoluta,SoftAlgae_2012,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CB,NA,No,Cyanobacteria,Cyanophyceae,Synechococcales,Merismopediaceae,Merismopedia
